x,y,label
-6.61282,17.4292,0
-5.03691,17.7399,1
-4.92072,17.2556,1
-6.56906,18.0971,0
-5.17018,18.6169,2
-4.97282,17.377,1
-4.94859,17.6433,1
-6.21869,17.6941,0
-5.86519,16.5137,1
-4.70749,19.5039,2
-6.93717,18.0021,0
-4.66138,17.3357,1
-4.22736,17.1192,1
-3.74073,17.437,3
-5.94533,17.969,0
-4.72532,17.3142,1
-4.32825,17.6274,1
-5.83662,20.121,2
-5.79122,17.7918,0
-5.7337,18.7082,0
-3.71292,18.0496,3
-6.39606,17.0907,0
-5.92642,16.6163,1
-4.20553,18.6582,2
-4.67478,16.2655,1
-4.95087,16.6038,1
-5.81092,17.9138,0
-5.03189,16.9709,1
-5.91681,18.5205,0
-6.12473,16.8324,0
-4.657,19.5666,2
-3.57712,16.5927,3
-4.43154,20.219,2
-5.09041,19.0321,2
-5.80165,17.7065,0
-5.9999,18.4907,0
-5.05311,16.8599,1
-4.90488,18.6907,2
-7.63814,18.8505,0
-5.68018,18.881,2
-5.23807,18.3857,2
-5.84389,17.7072,0
-4.39428,18.6569,2
-5.60776,18.8782,2
-4.7417,18.8558,2
-4.04328,17.8815,3
-4.96019,16.8856,1
-3.5405,17.5103,3
-6.62588,18.2132,0
-4.94259,17.3514,1
-7.14229,17.5028,0
-4.84521,18.4139,2
-4.27993,18.1999,3
-6.16939,18.4043,0
-4.66061,18.5894,2
-4.57458,18.8032,2
-5.54816,18.5418,0
-5.69842,18.2608,0
-4.77343,17.5216,1
-3.85523,18.0388,3
-4.7374,17.4059,1
-5.77753,18.179,0
-4.7943,18.0412,1
-3.55275,17.8028,3
-5.13294,19.2664,2
-4.91874,17.5251,1
-5.6201,19.8808,2
-3.86028,18.8202,2
-4.80953,16.0689,1
-5.47903,19.0857,2
-4.69568,17.2013,1
-6.74331,17.4663,0
-5.28305,20.7487,2
-3.87557,18.7805,2
-5.45844,18.1593,0
-5.00539,19.4821,2
-5.25255,17.7944,1
-3.93534,19.0824,2
-5.85761,17.7194,0
-5.61903,17.7369,0
-3.25294,18.4336,3
-5.84739,17.4684,0
-5.23608,19.1273,2
-4.19298,18.8421,2
-8.25966,17.0042,0
-5.50376,18.1104,0
-5.05422,19.5932,2
-6.53777,17.5443,0
-4.60546,17.4648,1
-2.82859,17.2203,3
-4.72227,18.2896,2
-6.00893,17.4623,0
-4.95817,20.4918,2
-5.0955,18.3697,2
-5.84062,18.2723,0
-5.69532,18.6402,0
-6.25535,16.7081,0
-6.27928,18.9464,0
-4.92132,18.9972,2
-5.33366,18.7875,2
-6.33863,19.86,2
-5.01328,17.794,1
-3.43238,16.7908,3
-5.72045,17.7009,0
-4.39273,17.1714,1
-4.16074,17.8686,3
-4.4475,19.1641,2
-2.87445,18.6625,3
-4.06797,17.4517,3
-4.79094,19.3357,2
-4.1188,18.3359,3
-6.49692,17.3087,0
-4.51341,18.8943,2
-5.82689,17.5268,0
-3.56725,18.9878,2
-4.9214,18.6237,2
-5.48181,17.5628,1
-5.13404,17.7275,1
-6.34658,18.2254,0
-5.0393,18.1459,1
-3.6156,16.6267,3
-5.12716,18.4303,2
-4.14607,18.2119,3
-4.54516,17.9557,1
-3.9874,18.9599,2
-3.75148,17.3209,3
-4.8043,16.7828,1
-5.93782,19.5785,2
-4.69431,17.6435,1
-4.50335,21.8813,2
-6.03123,18.3428,0
-4.49905,19.5613,2
-4.99389,18.5266,2
-5.99308,18.8157,0
-4.33214,16.4159,1
-5.74876,18.245,0
-4.10299,18.3573,3
-2.89624,19.061,3
-5.01315,18.0756,1
-4.77643,16.1153,1
-2.86521,17.2612,3
-4.20488,16.7977,1
-5.26378,17.2748,1
-4.19585,16.8077,1
-4.49645,18.3256,2
-5.48943,18.2606,0
-4.81934,17.4284,1
-5.27096,16.7808,1
-4.68713,19.0041,2
-5.73684,17.8151,0
-3.8598,17.2079,3
-4.67664,19.9047,2
-4.06439,18.68,2
-4.69423,17.8984,1
-4.33644,17.7183,1
-5.17968,18.4326,2
-6.08929,18.511,0
-6.2097,18.6851,0
-5.49757,17.8429,0
-4.05502,18.4414,3
-5.90225,18.1823,0
-5.03741,17.026,1
-4.93135,17.7296,1
-4.50336,18.5424,2
-4.7679,18.375,2
-6.0807,18.5022,0
-2.88536,16.0765,3
-3.83896,17.5594,3
-4.2711,18.6389,2
-5.4105,16.5651,1
-5.49033,19.1175,2
-6.73153,19.3824,0
-5.21076,18.3301,2
-3.38598,16.5984,3
-4.76084,17.9541,1
-5.56278,18.1395,0
-6.43377,17.6079,0
-5.49334,17.3752,1
-3.43918,18.796,3
-7.04354,18.215,0
-6.02441,16.8144,0
-4.4713,17.8264,1
-4.92663,16.041,1
-4.75851,18.8104,2
-5.46491,18.885,2
-5.24186,18.7426,2
-4.65676,17.3835,1
-4.20587,19.3848,2
-4.95412,16.9508,1
-5.85812,17.4292,0
-5.48787,18.5711,2
-6.46648,16.6211,0
-5.36111,17.2263,1
-4.37071,19.5516,2
-2.70374,16.1613,3
-3.15262,18.5024,3
-5.90791,17.2128,0
-5.22652,17.5356,1
-4.19634,19.9254,2
-5.03064,17.1313,1
-3.13221,18.2031,3
