x,y,label
-6.61282,17.4292,1
-5.03691,17.7399,1
-4.92072,17.2556,1
-6.56906,18.0971,1
-5.17018,18.6169,1
-4.97282,17.377,1
-4.94859,17.6433,1
-6.21869,17.6941,1
-5.86519,16.5137,1
-4.70749,19.5039,1
-6.93717,18.0021,1
-4.66138,17.3357,1
-4.22736,17.1192,1
-3.74073,17.437,1
-5.94533,17.969,1
-4.72532,17.3142,1
-4.32825,17.6274,1
-5.83662,20.121,1
-5.79122,17.7918,1
-5.7337,18.7082,1
-3.71292,18.0496,1
-6.39606,17.0907,1
-5.92642,16.6163,1
-4.20553,18.6582,1
-4.67478,16.2655,1
-4.95087,16.6038,1
-5.81092,17.9138,1
-5.03189,16.9709,1
-5.91681,18.5205,1
-6.12473,16.8324,1
-4.657,19.5666,1
-3.57712,16.5927,1
-4.43154,20.219,1
-5.09041,19.0321,1
-5.80165,17.7065,1
-5.9999,18.4907,1
-5.05311,16.8599,1
-4.90488,18.6907,1
-7.63814,18.8505,1
-5.68018,18.881,1
-5.23807,18.3857,1
-5.84389,17.7072,1
-4.39428,18.6569,1
-5.60776,18.8782,1
-4.7417,18.8558,1
-4.04328,17.8815,1
-4.96019,16.8856,1
-3.5405,17.5103,1
-6.62588,18.2132,1
-4.94259,17.3514,1
-7.14229,17.5028,1
-4.84521,18.4139,1
-4.27993,18.1999,1
-6.16939,18.4043,1
-4.66061,18.5894,1
-4.57458,18.8032,1
-5.54816,18.5418,1
-5.69842,18.2608,1
-4.77343,17.5216,1
-3.85523,18.0388,1
-4.7374,17.4059,1
-5.77753,18.179,1
-4.7943,18.0412,1
-3.55275,17.8028,1
-5.13294,19.2664,1
-4.91874,17.5251,1
-5.6201,19.8808,1
-3.86028,18.8202,1
-4.80953,16.0689,1
-5.47903,19.0857,1
-4.69568,17.2013,1
-6.74331,17.4663,1
-5.28305,20.7487,1
-3.87557,18.7805,1
-5.45844,18.1593,1
-5.00539,19.4821,1
-5.25255,17.7944,1
-3.93534,19.0824,1
-5.85761,17.7194,1
-5.61903,17.7369,1
-3.25294,18.4336,1
-5.84739,17.4684,1
-5.23608,19.1273,1
-4.19298,18.8421,1
-8.25966,17.0042,1
-5.50376,18.1104,1
-5.05422,19.5932,1
-6.53777,17.5443,1
-4.60546,17.4648,1
-2.82859,17.2203,1
-4.72227,18.2896,1
-6.00893,17.4623,1
-4.95817,20.4918,1
-5.0955,18.3697,1
-5.84062,18.2723,1
-5.69532,18.6402,1
-6.25535,16.7081,1
-6.27928,18.9464,1
-4.92132,18.9972,1
-5.33366,18.7875,1
-6.33863,19.86,1
-5.01328,17.794,1
-3.43238,16.7908,1
-5.72045,17.7009,1
-4.39273,17.1714,1
-4.16074,17.8686,1
-4.4475,19.1641,1
-2.87445,18.6625,1
-4.06797,17.4517,1
-4.79094,19.3357,1
-4.1188,18.3359,1
-6.49692,17.3087,1
-4.51341,18.8943,1
-5.82689,17.5268,1
-3.56725,18.9878,1
-4.9214,18.6237,1
-5.48181,17.5628,1
-5.13404,17.7275,1
-6.34658,18.2254,1
-5.0393,18.1459,1
-3.6156,16.6267,1
-5.12716,18.4303,1
-4.14607,18.2119,1
-4.54516,17.9557,1
-3.9874,18.9599,1
-3.75148,17.3209,1
-4.8043,16.7828,1
-5.93782,19.5785,1
-4.69431,17.6435,1
-4.50335,21.8813,1
-6.03123,18.3428,1
-4.49905,19.5613,1
-4.99389,18.5266,1
-5.99308,18.8157,1
-4.33214,16.4159,1
-5.74876,18.245,1
-4.10299,18.3573,1
-2.89624,19.061,1
-5.01315,18.0756,1
-4.77643,16.1153,1
-2.86521,17.2612,1
-4.20488,16.7977,1
-5.26378,17.2748,1
-4.19585,16.8077,1
-4.49645,18.3256,1
-5.48943,18.2606,1
-4.81934,17.4284,1
-5.27096,16.7808,1
-4.68713,19.0041,1
-5.73684,17.8151,1
-3.8598,17.2079,1
-4.67664,19.9047,1
-4.06439,18.68,1
-4.69423,17.8984,1
-4.33644,17.7183,1
-5.17968,18.4326,1
-6.08929,18.511,1
-6.2097,18.6851,1
-5.49757,17.8429,1
-4.05502,18.4414,1
-5.90225,18.1823,1
-5.03741,17.026,1
-4.93135,17.7296,1
-4.50336,18.5424,1
-4.7679,18.375,1
-6.0807,18.5022,1
-2.88536,16.0765,1
-3.83896,17.5594,1
-4.2711,18.6389,1
-5.4105,16.5651,1
-5.49033,19.1175,1
-6.73153,19.3824,1
-5.21076,18.3301,1
-3.38598,16.5984,1
-4.76084,17.9541,1
-5.56278,18.1395,1
-6.43377,17.6079,1
-5.49334,17.3752,1
-3.43918,18.796,1
-7.04354,18.215,1
-6.02441,16.8144,1
-4.4713,17.8264,1
-4.92663,16.041,1
-4.75851,18.8104,1
-5.46491,18.885,1
-5.24186,18.7426,1
-4.65676,17.3835,1
-4.20587,19.3848,1
-4.95412,16.9508,1
-5.85812,17.4292,1
-5.48787,18.5711,1
-6.46648,16.6211,1
-5.36111,17.2263,1
-4.37071,19.5516,1
-2.70374,16.1613,1
-3.15262,18.5024,1
-5.90791,17.2128,1
-5.22652,17.5356,1
-4.19634,19.9254,1
-5.03064,17.1313,1
-3.13221,18.2031,1
