x,y,label
-18.9466,15.8432,0
-18.5058,14.6687,0
10.1432,3.93078,4
8.64435,3.90505,4
7.2474,2.62478,4
-15.0389,-14.8844,1
-14.9848,-13.6254,1
7.926,4.68082,4
-17.8152,12.0796,0
-17.1109,14.6829,0
-13.2892,-13.6568,1
-18.5031,13.7801,0
5.4447,7.69524,3
3.54634,9.33303,3
3.57809,7.91399,3
-14.6854,-14.9697,1
10.1469,3.44899,4
-6.58927,16.9018,2
10.235,3.9076,4
-14.3485,-15.0136,1
-16.4938,13.1026,0
7.58909,2.96784,4
3.55319,9.66938,3
10.5909,4.81041,4
-13.533,-12.6423,1
-11.9112,-12.7695,1
-12.7638,-13.1847,1
9.48214,2.38939,4
9.67239,4.39992,4
-14.9585,-13.3125,1
-16.5079,14.4017,0
5.61953,7.34182,3
4.97041,8.24099,3
-15.9751,-13.9557,1
-4.79313,18.7213,2
-17.3707,15.943,0
-16.3339,14.3765,0
-14.2733,-12.8626,1
-16.7527,14.0966,0
-17.7828,14.1708,0
-18.714,13.8625,0
-12.9324,-13.8642,1
9.54401,3.90601,4
2.23626,8.18339,3
-17.1051,16.0349,0
-17.0781,15.3856,0
-17.7738,14.6663,0
8.06286,5.30972,4
5.20581,9.93098,3
-17.8139,15.2105,0
-3.70809,19.4243,2
-7.19106,18.876,2
-18.542,14.6313,0
-17.8225,13.6816,0
3.54249,8.63308,3
-18.8934,13.8129,0
-5.24933,18.7248,2
-12.2347,-14.2052,1
-6.02695,16.0659,2
10.8877,5.29979,4
-13.7458,-13.7735,1
6.97555,3.58533,4
-14.4741,-11.9657,1
-17.8425,14.2874,0
9.55634,3.9549,4
-5.40553,17.9832,2
-14.085,-13.6469,1
-5.71311,17.6193,2
4.51557,9.05787,3
-13.7393,-14.16,1
-18.9192,15.1753,0
-13.2256,-12.2673,1
-4.95392,16.0531,2
-6.63353,19.1933,2
9.03039,2.7833,4
-16.9246,14.6675,0
-5.04397,16.2595,2
1.72312,8.29713,3
3.61935,9.16074,3
-2.89624,19.061,2
-4.29601,17.6557,2
5.61313,7.90377,3
5.62854,6.56667,3
-13.3017,-13.3265,1
9.00691,4.91651,4
-12.7986,-12.9687,1
-2.94431,17.1092,2
10.2057,3.85526,4
3.50331,8.0948,3
8.18449,0.769636,4
-12.1291,-13.3899,1
8.69536,6.39871,4
-15.0969,-13.148,1
-18.2235,13.6592,0
-19.0597,12.5539,0
-3.92193,17.4029,2
9.26771,2.82557,4
-6.30556,16.6315,2
11.6615,4.77358,4
8.39372,3.61376,4
-6.06531,18.5652,2
7.12684,3.91555,4
8.8756,3.94813,4
-4.42117,17.0802,2
-17.6104,15.4319,0
-5.87489,18.1262,2
-5.4363,16.0028,2
4.54886,8.00771,3
-12.6483,-15.261,1
-4.48389,18.9162,2
-17.8478,14.8178,0
8.0967,3.69358,4
9.50368,1.99981,4
-4.19522,18.1019,2
-6.81229,16.6731,2
-16.793,14.4866,0
3.09856,10.4864,3
9.39659,2.66075,4
11.9828,3.71568,4
-5.42543,18.7149,2
8.70944,2.76723,4
-16.9772,15.8058,0
-6.5612,17.3958,2
10.1716,2.83304,4
-12.4606,-13.4783,1
-17.365,15.2923,0
-4.69431,17.6435,2
7.92998,5.71451,4
8.62723,3.33516,4
-4.96267,19.1228,2
-14.4441,-13.8545,1
-13.858,-12.9338,1
6.98279,7.65628,3
-5.25437,18.7728,2
5.62722,8.4077,3
-6.08602,17.8862,2
10.5653,3.88928,4
-14.8413,-14.0989,1
-14.1221,-15.2877,1
4.68193,8.49244,3
-13.5517,-15.107,1
-4.83737,16.7317,2
3.65748,7.98659,3
-4.46834,17.0602,2
-13.5033,-14.8795,1
-14.3098,-14.3769,1
-3.37843,18.7707,2
3.53898,8.40306,3
4.53755,7.99748,3
-12.3039,-14.3482,1
8.23492,5.73026,4
-11.2347,-13.3894,1
-4.1471,16.6826,2
-17.9733,13.6499,0
-11.7371,-11.929,1
9.72142,2.51261,4
-5.68649,19.0206,2
-12.8203,-15.29,1
3.38962,6.85488,3
-4.51281,19.5177,2
-4.84069,16.6932,2
-6.79463,18.4372,2
-4.50529,17.769,2
-18.2435,16.7196,0
8.04017,4.55418,4
9.99893,5.76611,4
5.27508,6.98457,3
5.58345,9.23417,3
-17.3653,15.1166,0
-18.8106,14.7274,0
3.93602,8.921,3
-15.4685,-13.3685,1
9.67434,3.52058,4
7.9892,3.80308,4
-12.2185,-14.2867,1
-16.9566,14.2394,0
9.38594,3.30853,4
-17.7747,14.566,0
-13.8942,-14.4779,1
11.3285,2.32085,4
-18.3596,14.286,0
2.69657,8.42213,3
-18.1274,12.6378,0
2.57339,8.10207,3
-14.7186,-14.9422,1
9.36677,2.9102,4
-17.9437,15.5161,0
9.7528,3.30077,4
-4.8052,17.2766,2
-14.7865,-15.3614,1
-4.32554,18.6111,2
-13.6253,-14.3719,1
8.85607,3.45718,4
-6.02002,17.7475,2
5.57993,7.45933,3
4.25489,8.86094,3
-13.561,-13.435,1
-17.8594,16.3247,0
-17.4655,14.2288,0
-16.6379,14.8486,0
-12.3837,-14.1643,1
8.98552,5.30292,4
-18.0236,13.7697,0
-17.2215,15.4198,0
-17.6387,14.7911,0
-14.6057,-12.0161,1
-16.2253,14.9024,0
-4.14879,19.3842,2
-14.2255,-14.8017,1
-14.9677,-13.3481,1
-12.3444,-14.6344,1
2.64167,9.61462,3
-14.8802,-15.465,1
-4.10299,18.3573,2
2.96961,8.32056,3
5.60434,7.17584,3
7.2074,4.10037,4
-4.61014,16.326,2
-4.85782,18.0316,2
3.79954,7.22081,3
8.83791,4.05723,4
-18.0309,15.4852,0
4.16497,8.53789,3
4.40679,7.79801,3
-14.2027,-14.0305,1
-20.1064,14.8828,0
5.08913,8.4689,3
-5.56251,17.8658,2
-15.7082,13.9584,0
-13.6473,-14.2169,1
6.57641,4.2857,4
-6.68699,19.0873,2
-5.42808,18.7409,2
9.81078,4.09522,4
-18.3922,15.1845,0
-14.3662,-12.4251,1
-17.8946,14.0024,0
-3.34069,17.475,2
11.8518,1.69691,4
4.22427,9.27572,3
4.80285,6.56803,3
4,7.61692,3
10.1537,4.02478,4
-17.5702,14.1043,0
-12.9852,-13.7677,1
-13.338,-12.9134,1
-13.2146,-13.3108,1
-18.805,15.9106,0
-5.56464,18.4204,2
7.8878,5.65044,4
-4.17766,18.2364,2
4.40437,8.35467,3
-4.76064,16.7868,2
-13.1555,-13.1321,1
-12.2399,-13.6436,1
3.83269,7.61306,3
-17.3172,15.0624,0
3.01448,7.14396,3
-3.81189,17.2116,2
-13.1207,-12.0626,1
9.78059,3.06787,4
4.54386,7.80102,3
6.29079,8.8797,3
-4.2859,18.3173,2
10.2735,5.32025,4
9.22823,4.44943,4
3.42921,6.41265,3
-17.4151,14.3162,0
2.12677,6.1408,3
9.41495,3.62011,4
3.31232,7.76964,3
3.26129,9.10816,3
-13.9089,-15.0972,1
-5.14631,17.073,2
-5.65988,18.4605,2
3.85886,7.21014,3
-13.6443,-12.3329,1
-17.2975,14.1143,0
-14.095,-14.9149,1
3.63955,7.52443,3
5.06046,6.85587,3
4.35374,8.38505,3
-16.5772,16.5287,0
-3.44028,19.014,2
-17.1977,13.7935,0
-5.45516,16.422,2
-17.8722,16.0561,0
8.95937,2.16694,4
8.6689,4.45082,4
9.40913,1.5656,4
-17.368,15.1135,0
-6.03123,18.3428,2
9.06397,2.76858,4
-16.5237,13.9557,0
-14.1263,-14.1506,1
-4.09932,17.7383,2
-18.4501,15.2954,0
-17.6262,13.9112,0
-4.12304,17.397,2
-13.6561,-14.0315,1
10.5169,3.69186,4
-13.7947,-14.2873,1
3.80028,9.83124,3
10.4198,3.10925,4
-5.05422,19.5932,2
-15.4115,-12.7933,1
-18.3798,13.1137,0
2.92671,7.53879,3
-3.59565,18.9548,2
-11.9516,-12.1188,1
8.88638,3.18392,4
-16.88,15.3651,0
8.762,4.16414,4
-17.6336,15.7145,0
-3.82176,17.4188,2
3.65688,7.99781,3
-17.4793,14.7608,0
-3.82892,16.801,2
-17.5073,13.8713,0
8.68012,4.35829,4
-19.2242,14.1666,0
-12.0149,-13.0966,1
10.0096,5.33826,4
3.14001,9.25573,3
-17.5103,15.8833,0
-13.3605,-14.1302,1
-7.72279,17.3987,2
-5.89401,16.6458,2
-14.1152,-12.1123,1
-17.415,14.8932,0
-14.6491,-14.721,1
-17.6495,14.0257,0
-17.2771,14.4972,0
11.4818,3.59025,4
8.97687,5.29244,4
-12.4363,-14.3119,1
-14.1026,-12.618,1
9.38224,3.46351,4
4.15339,7.25447,3
-18.6598,13.6365,0
5.40815,8.62483,3
4.76047,9.26508,3
3.36724,8.53226,3
9.78988,3.29697,4
11.4649,3.25962,4
-15.6916,-14.09,1
7.83583,4.39119,4
8.80192,3.90173,4
3.58717,7.02227,3
3.5477,8.86783,3
8.94,4.17795,4
9.57096,3.58277,4
-5.55372,17.938,2
-5.22092,17.5003,2
-15.0751,-14.2262,1
10.2518,3.93303,4
2.56649,8.63338,3
7.99416,2.33049,4
-19.5409,16.8917,0
-13.5775,-13.4658,1
-16.9706,15.6063,0
-16.5646,14.0955,0
2.60088,7.8401,3
-16.7033,13.8911,0
-15.1531,-13.5761,1
4.19603,9.72397,3
10.4171,4.34581,4
-19.1529,15.0919,0
10.7141,4.23109,4
9.32382,2.11057,4
-7.62261,18.2275,2
-5.23406,17.1556,2
10.0937,4.07496,4
-4.8397,19.2578,2
-5.79122,17.7918,2
