x,y,label
0.0795431,0.5413,1
1.06031,-0.464424,2
-0.593605,0.775668,1
1.00937,-0.32959,2
0.833721,-0.534549,2
-0.129168,0.465738,1
0.799143,0.63485,0
0.398295,0.0804486,0
-0.085075,0.503305,1
0.848113,0.493394,0
-0.904091,-0.31547,3
-0.489463,-0.01988,3
0.546523,0.148013,0
0.344632,0.417522,0
0.321824,-0.93869,2
0.0359788,0.515557,1
0.747044,0.694963,0
0.507227,-0.0718835,0
-0.377785,0.277289,1
-0.403061,-0.302481,3
0.424212,-0.0201128,0
-0.876321,0.254897,3
0.893267,-0.447913,2
0.390349,-0.209953,2
0.943047,-0.0818809,0
0.572642,-0.0663283,0
-0.827612,0.637903,1
-0.257157,-0.42155,3
-0.179469,0.386222,1
-0.00525527,-0.518294,2
0.94924,0.430605,0
-1.03419,-0.1856,3
0.899332,-0.497951,2
0.931238,-0.0525535,0
-0.188418,-0.429551,3
-0.54275,-0.961721,3
0.445655,0.389295,0
0.965771,0.384112,0
0.287773,-0.987544,2
-0.202033,0.402582,1
0.336673,0.355838,0
1.04182,-0.0197188,0
-0.296082,-0.463988,3
-0.360077,0.969706,1
0.329271,-0.320115,2
1.01466,0.0167604,0
0.879688,-0.216522,0
-0.436051,-0.969398,3
-0.633991,0.776146,1
-1.03562,0.207554,3
0.0233725,-0.942267,2
-0.199722,-0.416185,3
1.01352,0.0492342,0
-0.426197,-0.314159,3
-0.719616,-0.664282,3
-0.357024,-0.158631,3
-0.740358,-0.596987,3
0.397753,-0.156583,2
-1.04968,-0.0380315,3
-0.96977,-0.280166,3
0.0981229,1.12804,1
-0.521285,-0.279041,3
0.0104891,0.443524,1
0.894485,0.142032,0
-0.0419104,1.01715,1
-0.371472,-0.410469,3
-0.936271,-0.357546,3
0.409668,-0.164671,2
-0.0352985,0.520435,1
-0.8255,-0.325231,3
0.476278,0.229719,0
0.506922,0.816785,0
-0.160068,-0.988343,2
-0.876267,-0.413984,3
-0.872891,-0.436182,3
-0.300588,-0.35353,3
0.311054,0.964622,0
-0.282434,0.449955,1
-0.114163,-0.439618,2
-0.825121,0.669162,1
0.172619,-0.490686,2
0.383092,0.984592,0
0.503482,0.226332,0
0.15101,-0.973947,2
0.180904,0.492645,0
-0.752007,-0.778453,3
-0.52776,-0.863671,3
-0.764754,-0.571501,3
0.162016,-0.53161,2
-0.470167,-0.169035,3
-0.487374,0.0174144,3
-0.398695,-0.280984,3
0.309215,-0.369092,2
0.21465,0.931823,1
-0.657056,-0.798455,3
0.102062,-0.998371,2
0.256314,-0.398526,2
-0.43468,-0.198248,3
-0.455469,-0.058114,3
-0.436086,0.111886,3
0.598994,0.802838,0
0.434303,0.0247691,0
0.990859,-0.198728,0
-0.473164,-0.346667,3
-0.258143,0.383532,1
-0.946107,0.462743,1
-0.6501,0.782142,1
-0.418219,-0.168595,3
0.26243,-0.469948,2
-1.06172,0.173653,3
0.449553,0.288395,0
-0.297596,0.348789,1
0.285046,-0.950339,2
0.183544,0.964359,1
-0.0521765,-0.457228,2
0.383219,-0.907805,2
-0.415866,-0.112765,3
0.569981,0.84751,0
-1.02442,0.206235,3
0.39364,-0.780874,2
-0.463501,0.232526,1
0.594191,-0.891213,2
-0.49893,-0.256623,3
0.235188,0.483763,0
-0.477811,-0.890511,3
0.861247,-0.421985,2
-0.508032,-0.959444,3
0.377756,-0.875933,2
0.218073,-0.425674,2
0.0394282,1.02442,1
-0.0781179,0.552263,1
-0.780126,-0.726827,3
0.800522,0.635912,0
0.340054,0.458534,0
-0.257023,-0.418997,3
0.431231,-0.283477,2
0.872918,0.109322,0
-0.227656,0.402669,1
-0.377614,1.052,1
0.0313017,-0.492416,2
0.92339,0.118365,0
-0.511832,-0.124844,3
-0.139399,0.443591,1
1.02717,0.0287811,0
-0.430305,-0.222199,3
