x,y,label
-14.1474,-13.5898,0
-18.7494,14.8863,1
10.8593,3.42348,2
-6.61282,17.4292,1
-4.657,19.5666,1
-5.05422,19.5932,1
9.56562,4.2808,2
-4.1188,18.3359,1
-13.2683,-13.0253,3
-13.0369,-14.1331,0
-5.73684,17.8151,1
-5.68102,18.5992,1
9.32862,3.98693,2
9.03401,3.67362,2
-17.6959,14.3842,1
-16.8762,15.4013,1
-5.61903,17.7369,1
-13.9397,-10.5671,3
9.89253,2.89292,2
11.0073,4.38266,2
-17.0544,13.5082,1
9.247,3.40291,2
-14.7144,-13.3366,0
-4.19298,18.8421,1
-17.8525,16.3085,1
9.49078,3.84963,2
-5.46269,18.4059,1
-4.10299,18.3573,1
-4.18899,15.8174,1
9.36204,5.01182,2
-13.5346,-12.8276,3
9.0356,4.91043,2
-14.7586,-14.265,0
-5.68018,18.881,1
-5.02637,19.5085,1
-13.1255,-13.3464,3
-18.5754,13.3167,1
-17.7031,14.9272,1
-13.636,-13.2087,3
-12.7352,-13.1677,3
-4.83653,18.2768,1
-13.9294,-14.2134,0
-13.6329,-11.8213,3
8.15704,4.32875,2
10.0124,3.86562,2
-4.95087,16.6038,1
-4.70749,19.5039,1
-13.0498,-14.1957,0
9.38915,4.67211,2
-13.8705,-14.6641,0
-16.9973,13.4983,1
-13.6838,-15.3622,0
-18.0046,14.8022,1
10.3023,6.38609,2
-14.5946,-11.6151,3
9.26012,4.49883,2
-13.7868,-11.988,3
-4.40423,18.7861,1
9.23284,4.42338,2
-18.3059,16.1808,1
-4.72862,20.104,1
-14.8314,-16.6816,0
8.72084,4.32355,2
-4.69431,17.6435,1
7.89019,2.30094,2
8.25852,4.6547,2
8.29015,3.82055,2
-18.0901,14.9073,1
-18.0519,14.3293,1
-14.2952,-12.9522,3
-17.0551,14.2774,1
-14.5017,-15.0802,0
-12.098,-14.2173,3
-16.9569,13.3538,1
-4.7417,18.8558,1
-4.91906,18.78,1
-14.8244,-14.0654,0
8.67839,4.26612,2
-18.4991,15.7681,1
-3.75148,17.3209,1
-14.9292,-16.6325,0
-5.83662,20.121,1
-13.8919,-14.7347,0
9.9383,5.95654,2
-3.85061,18.283,1
9.87451,4.79976,2
8.76247,5.35569,2
-4.77643,16.1153,1
-14.1315,-12.6715,3
-4.80953,16.0689,1
-4.05502,18.4414,1
-19.2843,14.8318,1
-5.84062,18.2723,1
-13.7273,-14.5136,0
-18.2943,14.331,1
-5.13294,19.2664,1
-4.09222,19.938,1
9.03943,3.57152,2
9.92248,5.27549,2
-5.27096,16.7808,1
9.08908,4.16377,2
-17.9897,14.6463,1
-14.1246,-13.5755,0
-13.9857,-13.3929,3
-15.5955,-13.2522,0
-13.6184,-15.5287,0
10.2641,3.73235,2
-15.1776,-15.521,0
-5.69532,18.6402,1
10.5355,3.05173,2
-4.04328,17.8815,1
10.276,3.45258,2
-13.2009,-13.6842,3
8.91615,3.88939,2
-16.7865,15.6823,1
-19.8285,13.9279,1
9.82981,2.97799,2
-13.3596,-14.4116,0
-18.2208,14.4843,1
-7.63814,18.8505,1
-3.81718,17.6205,1
-19.1205,12.3509,1
9.92524,6.10959,2
10.1029,4.01966,2
-13.3223,-12.5696,3
-4.19585,16.8077,1
9.76077,4.17022,2
-17.6823,15.3158,1
