x,y,label
-14.1474,-13.5898,1
-18.7494,14.8863,0
10.8593,3.42348,3
-6.61282,17.4292,2
-4.657,19.5666,2
-5.05422,19.5932,2
9.56562,4.2808,3
-4.1188,18.3359,2
-13.2683,-13.0253,1
-13.0369,-14.1331,1
-5.73684,17.8151,2
-5.68102,18.5992,2
9.32862,3.98693,3
9.03401,3.67362,3
-17.6959,14.3842,0
-16.8762,15.4013,0
-5.61903,17.7369,2
-13.9397,-10.5671,1
9.89253,2.89292,3
11.0073,4.38266,3
-17.0544,13.5082,0
9.247,3.40291,3
-14.7144,-13.3366,1
-4.19298,18.8421,2
-17.8525,16.3085,0
9.49078,3.84963,3
-5.46269,18.4059,2
-4.10299,18.3573,2
-4.18899,15.8174,2
9.36204,5.01182,3
-13.5346,-12.8276,1
9.0356,4.91043,3
-14.7586,-14.265,1
-5.68018,18.881,2
-5.02637,19.5085,2
-13.1255,-13.3464,1
-18.5754,13.3167,0
-17.7031,14.9272,0
-13.636,-13.2087,1
-12.7352,-13.1677,1
-4.83653,18.2768,2
-13.9294,-14.2134,1
-13.6329,-11.8213,1
8.15704,4.32875,3
10.0124,3.86562,3
-4.95087,16.6038,2
-4.70749,19.5039,2
-13.0498,-14.1957,1
9.38915,4.67211,3
-13.8705,-14.6641,1
-16.9973,13.4983,0
-13.6838,-15.3622,1
-18.0046,14.8022,0
10.3023,6.38609,3
-14.5946,-11.6151,1
9.26012,4.49883,3
-13.7868,-11.988,1
-4.40423,18.7861,2
9.23284,4.42338,3
-18.3059,16.1808,0
-4.72862,20.104,2
-14.8314,-16.6816,1
8.72084,4.32355,3
-4.69431,17.6435,2
7.89019,2.30094,3
8.25852,4.6547,3
8.29015,3.82055,3
-18.0901,14.9073,0
-18.0519,14.3293,0
-14.2952,-12.9522,1
-17.0551,14.2774,0
-14.5017,-15.0802,1
-12.098,-14.2173,1
-16.9569,13.3538,0
-4.7417,18.8558,2
-4.91906,18.78,2
-14.8244,-14.0654,1
8.67839,4.26612,3
-18.4991,15.7681,0
-3.75148,17.3209,2
-14.9292,-16.6325,1
-5.83662,20.121,2
-13.8919,-14.7347,1
9.9383,5.95654,3
-3.85061,18.283,2
9.87451,4.79976,3
8.76247,5.35569,3
-4.77643,16.1153,2
-14.1315,-12.6715,1
-4.80953,16.0689,2
-4.05502,18.4414,2
-19.2843,14.8318,0
-5.84062,18.2723,2
-13.7273,-14.5136,1
-18.2943,14.331,0
-5.13294,19.2664,2
-4.09222,19.938,2
9.03943,3.57152,3
9.92248,5.27549,3
-5.27096,16.7808,2
9.08908,4.16377,3
-17.9897,14.6463,0
-14.1246,-13.5755,1
-13.9857,-13.3929,1
-15.5955,-13.2522,1
-13.6184,-15.5287,1
10.2641,3.73235,3
-15.1776,-15.521,1
-5.69532,18.6402,2
10.5355,3.05173,3
-4.04328,17.8815,2
10.276,3.45258,3
-13.2009,-13.6842,1
8.91615,3.88939,3
-16.7865,15.6823,0
-19.8285,13.9279,0
9.82981,2.97799,3
-13.3596,-14.4116,1
-18.2208,14.4843,0
-7.63814,18.8505,2
-3.81718,17.6205,2
-19.1205,12.3509,0
9.92524,6.10959,3
10.1029,4.01966,3
-13.3223,-12.5696,1
-4.19585,16.8077,2
9.76077,4.17022,3
-17.6823,15.3158,0
