x,y,label
-6.39606,17.0907,2
8.44004,3.34695,0
9.99137,2.8217,1
-5.09041,19.0321,3
8.82969,4.56919,0
-5.05422,19.5932,3
9.50385,3.95893,1
-4.19585,16.8077,2
8.29825,4.40844,0
10.8658,2.70852,1
8.80872,4.17839,0
-5.85761,17.7194,2
9.47882,3.34612,1
11.4329,3.17899,1
7.95952,5.7778,0
-4.75851,18.8104,3
9.26751,3.04908,1
9.40005,4.46078,0
9.69269,3.38261,1
9.61207,3.19785,1
11.0452,4.35132,1
-4.72532,17.3142,2
7.25462,4.13279,0
10.5852,3.96734,1
-6.0807,18.5022,3
-3.6156,16.6267,2
8.45076,3.38616,0
7.74564,5.22402,0
9.56075,3.32364,1
-4.27993,18.1999,3
-6.25535,16.7081,2
9.96602,2.33362,1
-6.43377,17.6079,2
9.78475,4.81209,0
9.52472,3.4394,1
10.1374,3.7864,1
9.96171,3.63607,1
10.4592,3.47716,1
-5.26378,17.2748,2
10.0926,4.57597,1
9.35556,3.26918,1
-5.13404,17.7275,2
8.79439,4.02821,0
-6.00893,17.4623,2
7.56662,5.30021,0
-6.93717,18.0021,2
8.01887,4.8642,0
-4.93135,17.7296,2
-3.15262,18.5024,3
10.5467,3.23867,1
10.5574,3.35477,1
-4.50336,18.5424,3
-3.55275,17.8028,3
-4.69431,17.6435,2
-4.20587,19.3848,3
-3.87557,18.7805,3
-5.56278,18.1395,2
10.1521,4.12968,1
-5.48181,17.5628,2
9.72358,4.72097,0
-4.95817,20.4918,3
8.35283,3.88681,0
9.02719,2.69856,1
10.0271,4.55671,1
9.63677,3.25343,1
7.83167,2.53888,0
-4.65676,17.3835,2
8.52063,4.09673,0
8.46154,6.03873,0
-4.06439,18.68,3
-5.90225,18.1823,2
6.03849,2.92195,0
8.48724,3.8316,0
8.56131,3.73289,0
-5.82689,17.5268,2
-4.10299,18.3573,3
-3.5405,17.5103,2
9.82685,3.74415,1
9.39328,4.60847,0
-3.93534,19.0824,3
-5.80165,17.7065,2
-4.95087,16.6038,2
-4.20488,16.7977,2
11.5944,2.07907,1
9.26074,2.94381,1
-5.61903,17.7369,2
7.68533,3.34696,0
9.60392,3.8162,1
-4.92132,18.9972,3
8.45754,4.19003,0
9.26124,3.65768,0
-5.05311,16.8599,2
-5.23807,18.3857,3
9.60248,3.11911,1
9.03079,4.91791,0
-4.39273,17.1714,2
-6.56906,18.0971,2
-5.03189,16.9709,2
9.16522,5.18416,0
-6.34658,18.2254,2
-4.67478,16.2655,2
-5.48787,18.5711,3
-6.03123,18.3428,3
11.4237,4.58026,1
-4.22736,17.1192,2
8.54939,4.1628,0
11.4019,4.9788,1
-3.43918,18.796,3
-5.28305,20.7487,3
9.171,4.34805,0
-5.00539,19.4821,3
-4.68713,19.0041,3
11.4128,1.99425,1
-5.6201,19.8808,3
-4.7417,18.8558,3
9.37675,4.5415,0
10.721,2.51048,1
11.4696,3.13804,1
7.15586,3.42058,0
-4.66061,18.5894,3
8.56445,4.62594,0
10.4379,4.738,1
9.90388,4.57469,1
-7.63814,18.8505,3
10.4429,3.95657,1
9.30427,4.44434,0
8.45426,3.62495,0
-5.01328,17.794,2
-4.91874,17.5251,2
8.50693,3.70952,0
-5.46491,18.885,3
-5.21076,18.3301,3
8.07946,3.61184,0
11.3405,5.70168,1
-3.9874,18.9599,3
-4.49645,18.3256,3
-5.72045,17.7009,2
-6.2097,18.6851,3
9.59066,5.4217,0
-5.4105,16.5651,2
-6.08929,18.511,3
-6.16939,18.4043,3
9.37743,3.17333,1
-5.25255,17.7944,2
-6.62588,18.2132,2
-5.47903,19.0857,3
9.06208,5.04512,0
-4.54516,17.9557,2
-4.77643,16.1153,2
-6.49692,17.3087,2
10.1794,4.25364,1
10.7309,4.90561,1
8.80481,3.29301,0
-4.43154,20.219,3
-5.86519,16.5137,2
10.1052,4.75985,1
-4.84521,18.4139,3
-5.69532,18.6402,3
8.27374,2.73215,0
-4.4475,19.1641,3
9.9699,3.54512,1
-5.92642,16.6163,2
9.07164,3.45334,0
8.61797,4.79877,0
-4.8043,16.7828,2
-3.8598,17.2079,2
10.4591,4.01386,1
8.80783,5.03529,0
9.32533,3.29474,1
-5.54816,18.5418,3
7.76039,3.46211,0
-4.76084,17.9541,2
-6.74331,17.4663,2
-4.657,19.5666,3
-4.79094,19.3357,3
-5.90791,17.2128,2
-4.80953,16.0689,2
-4.7679,18.375,3
8.69039,4.79594,0
9.34956,3.56103,1
10.9122,2.5162,1
-5.49757,17.8429,2
8.83971,4.07708,0
-4.05502,18.4414,3
-5.17968,18.4326,3
8.96449,4.70531,0
8.38134,4.43826,0
10.2302,3.36944,1
9.285,3.99332,0
-3.13221,18.2031,3
8.21214,3.80396,0
-5.24186,18.7426,3
-5.99308,18.8157,3
-6.12473,16.8324,2
-4.19634,19.9254,3
-4.96019,16.8856,2
-5.36111,17.2263,2
-4.92663,16.041,2
9.62151,5.82251,0
10.2549,3.79928,1
-4.50335,21.8813,3
9.7991,5.47908,0
-5.69842,18.2608,3
-5.93782,19.5785,3
9.12797,4.53466,0
-5.0955,18.3697,3
10.8309,4.06201,1
9.25886,4.06367,0
-4.72227,18.2896,3
9.34404,2.86859,1
