x,y,label
-14.1474,-13.5898,2
-18.7494,14.8863,3
10.8593,3.42348,1
-6.61282,17.4292,0
-4.657,19.5666,0
-5.05422,19.5932,0
9.56562,4.2808,1
-4.1188,18.3359,0
-13.2683,-13.0253,2
-13.0369,-14.1331,2
-5.73684,17.8151,0
-5.68102,18.5992,0
9.32862,3.98693,1
9.03401,3.67362,1
-17.6959,14.3842,3
-16.8762,15.4013,3
-5.61903,17.7369,0
-13.9397,-10.5671,2
9.89253,2.89292,1
11.0073,4.38266,1
-17.0544,13.5082,3
9.247,3.40291,1
-14.7144,-13.3366,2
-4.19298,18.8421,0
-17.8525,16.3085,3
9.49078,3.84963,1
-5.46269,18.4059,0
-4.10299,18.3573,0
-4.18899,15.8174,0
9.36204,5.01182,1
-13.5346,-12.8276,2
9.0356,4.91043,1
-14.7586,-14.265,2
-5.68018,18.881,0
-5.02637,19.5085,0
-13.1255,-13.3464,2
-18.5754,13.3167,3
-17.7031,14.9272,3
-13.636,-13.2087,2
-12.7352,-13.1677,2
-4.83653,18.2768,0
-13.9294,-14.2134,2
-13.6329,-11.8213,2
8.15704,4.32875,1
10.0124,3.86562,1
-4.95087,16.6038,0
-4.70749,19.5039,0
-13.0498,-14.1957,2
9.38915,4.67211,1
-13.8705,-14.6641,2
-16.9973,13.4983,3
-13.6838,-15.3622,2
-18.0046,14.8022,3
10.3023,6.38609,1
-14.5946,-11.6151,2
9.26012,4.49883,1
-13.7868,-11.988,2
-4.40423,18.7861,0
9.23284,4.42338,1
-18.3059,16.1808,3
-4.72862,20.104,0
-14.8314,-16.6816,2
8.72084,4.32355,1
-4.69431,17.6435,0
7.89019,2.30094,1
8.25852,4.6547,1
8.29015,3.82055,1
-18.0901,14.9073,3
-18.0519,14.3293,3
-14.2952,-12.9522,2
-17.0551,14.2774,3
-14.5017,-15.0802,2
-12.098,-14.2173,2
-16.9569,13.3538,3
-4.7417,18.8558,0
-4.91906,18.78,0
-14.8244,-14.0654,2
8.67839,4.26612,1
-18.4991,15.7681,3
-3.75148,17.3209,0
-14.9292,-16.6325,2
-5.83662,20.121,0
-13.8919,-14.7347,2
9.9383,5.95654,1
-3.85061,18.283,0
9.87451,4.79976,1
8.76247,5.35569,1
-4.77643,16.1153,0
-14.1315,-12.6715,2
-4.80953,16.0689,0
-4.05502,18.4414,0
-19.2843,14.8318,3
-5.84062,18.2723,0
-13.7273,-14.5136,2
-18.2943,14.331,3
-5.13294,19.2664,0
-4.09222,19.938,0
9.03943,3.57152,1
9.92248,5.27549,1
-5.27096,16.7808,0
9.08908,4.16377,1
-17.9897,14.6463,3
-14.1246,-13.5755,2
-13.9857,-13.3929,2
-15.5955,-13.2522,2
-13.6184,-15.5287,2
10.2641,3.73235,1
-15.1776,-15.521,2
-5.69532,18.6402,0
10.5355,3.05173,1
-4.04328,17.8815,0
10.276,3.45258,1
-13.2009,-13.6842,2
8.91615,3.88939,1
-16.7865,15.6823,3
-19.8285,13.9279,3
9.82981,2.97799,1
-13.3596,-14.4116,2
-18.2208,14.4843,3
-7.63814,18.8505,0
-3.81718,17.6205,0
-19.1205,12.3509,3
9.92524,6.10959,1
10.1029,4.01966,1
-13.3223,-12.5696,2
-4.19585,16.8077,0
9.76077,4.17022,1
-17.6823,15.3158,3
-20.6962,14.8309,3
-18.3613,15.4377,3
10.2038,3.76144,1
-4.69423,17.8984,0
-12.2666,-14.0313,2
-18.1529,15.5214,3
-3.85523,18.0388,0
-6.49692,17.3087,0
8.74,3.16803,1
9.62248,4.40309,1
-5.85761,17.7194,0
11.6832,3.88872,1
10.4692,2.71873,1
-15.8723,14.4561,3
-17.0208,14.8418,3
-18.5071,15.1696,3
-14.8041,-15.7266,2
-14.4938,-14.5705,2
-13.5828,-14.1272,2
9.99072,4.3906,1
-14.6986,-13.9043,2
8.29013,4.88711,1
-15.264,15.4317,3
-5.99308,18.8157,0
-4.19634,19.9254,0
9.2542,5.11907,1
-17.8448,14.175,3
-16.8258,14.5097,3
10.0656,4.3718,1
-18.911,14.0546,3
-13.6892,-12.5983,2
-13.6708,-12.2827,2
-4.77343,17.5216,0
-3.8598,17.2079,0
-5.66497,16.947,0
8.72945,3.27472,1
-19.0225,13.8278,3
9.23417,4.18968,1
8.65599,5.86037,1
-5.26736,19.0001,0
-4.67478,16.2655,0
-15.1064,-14.7318,2
8.65662,3.39086,1
-17.8667,14.2896,3
-17.6357,13.6449,3
9.20816,3.90912,1
-11.4399,-13.3669,2
6.78035,6.23728,1
-14.2481,-14.8798,2
-18.8204,14.7556,3
-18.3524,14.6812,3
-17.4869,13.9851,3
-14.5629,-12.1211,2
-19.4497,15.909,3
-14.6372,-14.5871,2
9.52914,5.52379,1
-13.1245,-12.6505,2
